Order Number,Item,Pinyin,Frequency
1485,继续 说道,ji4 xu4   shuo1 dao4,37
4465,他 继续,ta1   ji4 xu4,15
5299,继续 说,ji4 xu4   shuo1,13
7415,邓布利多 继续,deng4 bu4 li4 duo1   ji4 xu4,10
11359,继续 往前,ji4 xu4   wang3 qian2,7
12592,哈利 继续,ha1 li4   ji4 xu4,7
13402,继续 进行,ji4 xu4   jin4 xing2,6
14874,持续 了,chi2 xu4   le,6
14982,教授 继续,jiao4 shou4   ji4 xu4,6
16014,在 继续,zai4   ji4 xu4,6
16787,继续 往下 说,ji4 xu4   wang3 xia4   shuo1,5
16788,继续 往下,ji4 xu4   wang3 xia4,5
16789,继续 往前 走,ji4 xu4   wang3 qian2   zou3,5
17831,邓布利多 继续 说道,deng4 bu4 li4 duo1   ji4 xu4   shuo1 dao4,5
